original_name,canonical_name,reason,original_party,original_terms,merged_party,merged_terms
"Engin Özkoç’un 129 sıra sayılı 2020 Yılı Bütçe Kanun Teklifi ile 130 sıra
sayılı 2018 Yılı Kesin Hesap Kanunu Teklifi’nin tümü üzerinde şahsı adına
yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                             346:347
      21.- Sakarya Milletvekili Engin Özkoç",Engin Özkoç’un 129 sıra sayılı 2020 Yılı Bütçe Kanun Teklifi ile 130 sıra sayılı 2018 Yılı Kesin Hesap Kanunu Teklifi’nin tümü üzerinde şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 346:347 21.- Sakarya Milletvekili Engin Özkoç,apostrophe_removal,,[],,[]
Engin    Özkoç,Engin Özkoç,apostrophe_removal,Sosyaldemokrat Halkçı Parti(1989-1995)Cumhuriyet Halk Partisi(1995-günümüz),"[24, 25, 26, 27]",Sosyaldemokrat Halkçı Parti(1989-1995)Cumhuriyet Halk Partisi(1995-günümüz),"[24, 25, 26, 27]"
Erkan    Akçay,Erkan Akçay,apostrophe_removal,Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]",Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]"
Cahit   Özkan,Cahit Özkan,apostrophe_removal,Adalet ve Kalkınma Partisi,"[26, 27, 28]",Adalet ve Kalkınma Partisi,"[26, 27, 28]"
Okan   Gaytancıoğlu’n,Okan Gaytancıoğlu’n,apostrophe_removal,"Cumhuriyet Halk Partisi(2010-2018, 2018-günümüz)İYİ Parti(2018)","[25, 26, 27]","Cumhuriyet Halk Partisi(2010-2018, 2018-günümüz)İYİ Parti(2018)","[25, 26, 27]"
Ümit     Yılmaz,Ümit Yılmaz,apostrophe_removal,Milliyetçi Hareket Partisi,[27],Milliyetçi Hareket Partisi,[27]
"Özgür Özel’in yerinden sarf ettiği bazı ifadelerine ilişkin açıklaması           763
     41.- İzmir Milletvekili Dursun Müsavat Dervişoğlu’n",Özgür Özel’in yerinden sarf ettiği bazı ifadelerine ilişkin açıklaması 763 41.- İzmir Milletvekili Dursun Müsavat Dervişoğlu’n,apostrophe_removal,,[],,[]
"Gökan Zeybek’in 161 sıra sayılı Kanun
Teklifi’nin 1’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                         241
      39.- Çankırı Milletvekili Muhammet Emin Akbaşoğlu’n",Gökan Zeybek’in 161 sıra sayılı Kanun Teklifi’nin 1’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 241 39.- Çankırı Milletvekili Muhammet Emin Akbaşoğlu’n,apostrophe_removal,,[],,[]
"Bekir Kuvvet
Erim",Bekir Kuvvet Erim,apostrophe_removal,Anavatan PartisiAdalet ve Kalkınma Partisi,[27],Anavatan PartisiAdalet ve Kalkınma Partisi,[27]
"Lütfü Türkkan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin
açıklaması                                                                                   196
    12.- Siirt Milletvekili Meral Danış Beştaş",Lütfü Türkkan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 196 12.- Siirt Milletvekili Meral Danış Beştaş,apostrophe_removal,,[],,[]
İsmail Atakan             Ünver,İsmail Atakan Ünver,apostrophe_removal,Cumhuriyet Halk Partisi,"[27, 28]",Cumhuriyet Halk Partisi,"[27, 28]"
"Engin
Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                                     152
     12.- İstanbul Milletvekili Engin Altay",Engin Altay’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 152 12.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
Abdurrahman      Tutdere,Abdurrahman Tutdere,apostrophe_removal,Cumhuriyet Halk Partisi(1998-günümüz),"[27, 28]",Cumhuriyet Halk Partisi(1998-günümüz),"[27, 28]"
"Cemal Enginyurt’un yaptığı açıklamasındaki bazı ifadelerine ilişkin
açıklaması                                                                                       737
     24.- Sakarya Milletvekili Muhammed Levent Bülbül",Cemal Enginyurt’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 737 24.- Sakarya Milletvekili Muhammed Levent Bülbül,apostrophe_removal,,[],,[]
"Özgür Özel, Çanakkale Milletvekili Bülent
Turan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması               491:492
      33.- Çanakkale Milletvekili Bülent Turan","Özgür Özel, Çanakkale Milletvekili Bülent Turan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması 491:492 33.- Çanakkale Milletvekili Bülent Turan",apostrophe_removal,,[],,[]
"Lütfü Türkkan, Çankırı Milletvekili Muhammet
Emin Akbaşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren
açıklaması                                                                                 505

                                                                                           433
TBMM                                              B: 62                            23 . 3 . 2021
                                                                                        Sayfa
      26.- Çankırı Milletvekili Muhammet Emin Akbaşoğlu’n","Lütfü Türkkan, Çankırı Milletvekili Muhammet Emin Akbaşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması 505 433 TBMM B: 62 23 . 3 . 2021 Sayfa 26.- Çankırı Milletvekili Muhammet Emin Akbaşoğlu’n",apostrophe_removal,,[],,[]
"Engin Altay, Çankırı Milletvekili Muhammet
Emin Akbaşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren
açıklaması                                                                              506:507
      28.- İstanbul Milletvekili Engin Altay","Engin Altay, Çankırı Milletvekili Muhammet Emin Akbaşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması 506:507 28.- İstanbul Milletvekili Engin Altay",apostrophe_removal,,[],,[]
Erkan     Akçay,Erkan Akçay,apostrophe_removal,Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]",Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]"
Bayram             Yılmazkaya,Bayram Yılmazkaya,apostrophe_removal,Cumhuriyet Halk Partisi,[27],Cumhuriyet Halk Partisi,[27]
Hayrettin   Nuhoğlu’n,Hayrettin Nuhoğlu’n,apostrophe_removal,Milliyetçi Hareket Partisi(1977-2017)İYİ Parti(2017-günümüz),[27],Milliyetçi Hareket Partisi(1977-2017)İYİ Parti(2017-günümüz),[27]
Abdulkadir     Karaduman,Abdulkadir Karaduman,apostrophe_removal,Saadet Partisi,[27],Saadet Partisi,[27]
İlhami   Özcan Aygun,İlhami Özcan Aygun,apostrophe_removal,Cumhuriyet Halk Partisi,"[27, 28]",Cumhuriyet Halk Partisi,"[27, 28]"
"Ramazan Can, bütün olumsuzluklara
rağmen Türkiye’nin büyüdüğüne ve muhtar maaşındaki iyileştirmeye ilişkin
açıklaması                                                                                    34
      26.- Antalya Milletvekili Aydın Özer","Ramazan Can, bütün olumsuzluklara rağmen Türkiye’nin büyüdüğüne ve muhtar maaşındaki iyileştirmeye ilişkin açıklaması 34 26.- Antalya Milletvekili Aydın Özer",apostrophe_removal,,[],,[]
Mücahit           Durmuşoğlu’n,Mücahit Durmuşoğlu’n,apostrophe_removal,Adalet ve Kalkınma Partisi,"[25, 26, 27]",Adalet ve Kalkınma Partisi,"[25, 26, 27]"
"Özgür Ceylan’ın çeltik üreticilerinin
sorunlarına ilişkin açıklaması                                                                19
     11.- Sivas Milletvekili Semiha Ekinci",Özgür Ceylan’ın çeltik üreticilerinin sorunlarına ilişkin açıklaması 19 11.- Sivas Milletvekili Semiha Ekinci,apostrophe_removal,,[],,[]
"Mustafa Elitaş’ın. Ankara Milletvekili Murat
Emir’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                              651:652
      32.- Manisa Milletvekili Özgür Özel",Mustafa Elitaş’ın. Ankara Milletvekili Murat Emir’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 651:652 32.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
Ali     Muhittin     Taşdoğan,Ali Muhittin Taşdoğan,apostrophe_removal,Milliyetçi Hareket Partisi,[27],Milliyetçi Hareket Partisi,[27]
"Necdet İpekyüz’ün yaptığı açıklamasındaki bazı ifadelerine
ilişkin açıklaması                                                                                271
      58.- Balıkesir Milletvekili Fikret Şahin",Necdet İpekyüz’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 271 58.- Balıkesir Milletvekili Fikret Şahin,apostrophe_removal,,[],,[]
"İsmail Kaya’nın 19 Ekim Muhtarlar Günü’ne
ilişkin açıklaması                                                                          442
      4.- İstanbul Milletvekili Sibel Özdemir",İsmail Kaya’nın 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 442 4.- İstanbul Milletvekili Sibel Özdemir,apostrophe_removal,,[],,[]
"İlyas Şeker’in 19 Ekim Muhtarlar Günü’ne ilişkin
açıklaması                                                                                  443
      7.- Erzurum Milletvekili İbrahim Aydemir",İlyas Şeker’in 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 443 7.- Erzurum Milletvekili İbrahim Aydemir,apostrophe_removal,,[],,[]
"Abdulkadir Karaduman’ın 19 Ekim Muhtarlar
Günü’ne ilişkin açıklaması                                                                  444
      11.- Sivas Milletvekili Semiha Ekinci’nin 19 Ekim Muhtarlar Günü’ne
ilişkin açıklaması                                                                      444:445
      12.- Malatya Milletvekili Mehmet Celal Fendoğlu’n",Abdulkadir Karaduman’ın 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 444 11.- Sivas Milletvekili Semiha Ekinci’nin 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 444:445 12.- Malatya Milletvekili Mehmet Celal Fendoğlu’n,apostrophe_removal,,[],,[]
"Özgür Ceylan’ın 19 Ekim Muhtarlar Günü’ne
ilişkin açıklaması                                                                              446
      16.- Kayseri Milletvekili Dursun Ataş’ın 19 Ekim Muhtarlar Günü’ne
ilişkin açıklaması                                                                              446
      17.- Muğla Milletvekili Süleyman Girgin",Özgür Ceylan’ın 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 446 16.- Kayseri Milletvekili Dursun Ataş’ın 19 Ekim Muhtarlar Günü’ne ilişkin açıklaması 446 17.- Muğla Milletvekili Süleyman Girgin,apostrophe_removal,,[],,[]
Mahmut            Toğrul,Mahmut Toğrul,apostrophe_removal,Halkların Demokratik Partisi,"[25, 26, 27]",Halkların Demokratik Partisi,"[25, 26, 27]"
Mustafa    Hidayet      Vahapoğlu’n,Mustafa Hidayet Vahapoğlu’n,apostrophe_removal,Milliyetçi Hareket Partisi,[27],Milliyetçi Hareket Partisi,[27]
Mahir   Ünal,Mahir Ünal,apostrophe_removal,Adalet ve Kalkınma Partisi,"[24, 25, 26, 27]",Adalet ve Kalkınma Partisi,"[24, 25, 26, 27]"
"Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin
açıklaması                                                                                        530
     43.- Siirt Milletvekili Meral Danış Beştaş",Engin Altay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 530 43.- Siirt Milletvekili Meral Danış Beştaş,apostrophe_removal,CHP,[],CHP,[]
Orhan    Sümer,Orhan Sümer,apostrophe_removal,Cumhuriyet Halk Partisi,"[27, 28]",Cumhuriyet Halk Partisi,"[27, 28]"
"Orhan Sümer’in Adana’nın Pozantı ilçesinde
yaşanan sorunlara ilişkin açıklaması                                                           518
      7.- Mersin Milletvekili Ali Cumhur Taşkın",Orhan Sümer’in Adana’nın Pozantı ilçesinde yaşanan sorunlara ilişkin açıklaması 518 7.- Mersin Milletvekili Ali Cumhur Taşkın,apostrophe_removal,,[],,[]
Nevin    Taşlıçay,Nevin Taşlıçay,apostrophe_removal,Milliyetçi Hareket Partisi,[27],Milliyetçi Hareket Partisi,[27]
"Özgür Özel, Konya Milletvekili Abdullah
Ağralı’nın CHP grup önerisi üzerindeki konuşması sırasında kullandığı bazı
ifadelere ilişkin açıklaması                                                             498:499
    35.- Denizli Milletvekili Cahit Özkan","Özgür Özel, Konya Milletvekili Abdullah Ağralı’nın CHP grup önerisi üzerindeki konuşması sırasında kullandığı bazı ifadelere ilişkin açıklaması 498:499 35.- Denizli Milletvekili Cahit Özkan",apostrophe_removal,,[],,[]
"Hasan
Kalyoncu’nun ağabeyi İsmail Hakkı Kalyoncu’nun vefatına ilişkin açıklaması                  603
    10.- Ankara Milletvekili Mustafa Destici",Hasan Kalyoncu’nun ağabeyi İsmail Hakkı Kalyoncu’nun vefatına ilişkin açıklaması 603 10.- Ankara Milletvekili Mustafa Destici,apostrophe_removal,,[],,[]
"Bülent Turan’ın; Manisa Milletvekili
Özgür Özel, İstanbul Milletvekili Hakkı Saruhan Oluç ve İzmir Milletvekili
Dursun Müsavat Dervişoğlu’nun yaptıkları açıklamalarındaki bazı ifadeleri
ile Tokat Milletvekili Kadim Durmaz’ın yerinden sarf ettiği bazı ifadelerine,
Dünya Ormancılık Haftası’na, Eczacıbaşı Dynavit Kadın Voleybol Takımı

                                                                                               3
TBMM                                           B: 70                            23 . 3 . 2022
                                                                                     Sayfa
ile Halkbank Erkek Voleybol Takımı’nın başarılarına ve Bediüzzaman Saidi
Nursi’nin vefatının 62’nci seneidevriyesine ilişkin açıklaması                         31:34
     28.- İzmir Milletvekili Dursun Müsavat Dervişoğlu’n","Bülent Turan’ın; Manisa Milletvekili Özgür Özel, İstanbul Milletvekili Hakkı Saruhan Oluç ve İzmir Milletvekili Dursun Müsavat Dervişoğlu’nun yaptıkları açıklamalarındaki bazı ifadeleri ile Tokat Milletvekili Kadim Durmaz’ın yerinden sarf ettiği bazı ifadelerine, Dünya Ormancılık Haftası’na, Eczacıbaşı Dynavit Kadın Voleybol Takımı 3 TBMM B: 70 23 . 3 . 2022 Sayfa ile Halkbank Erkek Voleybol Takımı’nın başarılarına ve Bediüzzaman Saidi Nursi’nin vefatının 62’nci seneidevriyesine ilişkin açıklaması 31:34 28.- İzmir Milletvekili Dursun Müsavat Dervişoğlu’n",apostrophe_removal,,[],,[]
Mehmet             Ali   Çelebi,Mehmet Ali Çelebi,apostrophe_removal,AK Parti(2022-günümüz),"[27, 28]",AK Parti(2022-günümüz),"[27, 28]"
"Hayati Arkaz,’ın kronik böbrek hastalığına
ilişkin açıklaması                                                                         322
   16.- Kocaeli Milletvekili İlyas Şeker","Hayati Arkaz,’ın kronik böbrek hastalığına ilişkin açıklaması 322 16.- Kocaeli Milletvekili İlyas Şeker",apostrophe_removal,,[],,[]
"Oya Ersoy’un 302 Sıra Sayılı Kanun Teklifi’nin
2’nci maddesiyle ilgili önerge üzerinde yapmış olduğu konuşmasındaki bazı
ifadelerine ilişkin açıklaması                                                             258
     34.- İstanbul Milletvekili Engin Altay",Oya Ersoy’un 302 Sıra Sayılı Kanun Teklifi’nin 2’nci maddesiyle ilgili önerge üzerinde yapmış olduğu konuşmasındaki bazı ifadelerine ilişkin açıklaması 258 34.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
"Aytuğ Atıcı’nın 312 sıra sayılı Kanun Teklifi’nin 2’nci
maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                    555:556
    22.- Enerji ve Tabii Kaynaklar Bakanı Berat Albayrak",Aytuğ Atıcı’nın 312 sıra sayılı Kanun Teklifi’nin 2’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 555:556 22.- Enerji ve Tabii Kaynaklar Bakanı Berat Albayrak,apostrophe_removal,,[],,[]
Aytuğ    Atıcı,Aytuğ Atıcı,apostrophe_removal,Cumhuriyet Halk Partisi,"[24, 25, 26]",Cumhuriyet Halk Partisi,"[24, 25, 26]"
"Hüseyin Yıldız’ın 273 sıra sayılı Kanun Tasarısı’nın 19’uncu
maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                     912:913
     23.- Diyarbakır Milletvekili İdris Baluken",Hüseyin Yıldız’ın 273 sıra sayılı Kanun Tasarısı’nın 19’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 912:913 23.- Diyarbakır Milletvekili İdris Baluken,apostrophe_removal,,[],,[]
"Mahmut Tanal’la
karşılıklı olarak bir konuyu değerlendirirken bazı sözler sarf ettiğine ama
konuşmaların siyasi eleştiri sınırları içerisinde yapılmasının doğru olacağına
ilişkin açıklaması                                                                          250
    23.- İstanbul Milletvekili Mahmut Tanal",Mahmut Tanal’la karşılıklı olarak bir konuyu değerlendirirken bazı sözler sarf ettiğine ama konuşmaların siyasi eleştiri sınırları içerisinde yapılmasının doğru olacağına ilişkin açıklaması 250 23.- İstanbul Milletvekili Mahmut Tanal,apostrophe_removal,,[],,[]
"Bülent
Kuşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                    278:279
      31.- Ankara Milletvekili Levent Gök",Bülent Kuşoğlu’nun yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 278:279 31.- Ankara Milletvekili Levent Gök,apostrophe_removal,,[],,[]
"Bülent Kuşoğlu’nun 2014 Yılı Merkezi
Yönetim Kesin Hesap Kanunu Tasarısı’nın 5’inci maddesi üzerinde şahsı
adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                         387
      57.- Maliye Bakanı Naci Ağbal",Bülent Kuşoğlu’nun 2014 Yılı Merkezi Yönetim Kesin Hesap Kanunu Tasarısı’nın 5’inci maddesi üzerinde şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 387 57.- Maliye Bakanı Naci Ağbal,apostrophe_removal,,[],,[]
"Özgür Özel’in
sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                       1051:1052
      6.- Manisa Milletvekili Özgür Özel",Özgür Özel’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 1051:1052 6.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
"Kadri
Yıldırım’ın 387 sıra sayılı Kanun Tasarısı’nın 9’uncu maddesiyle ilgili önerge
üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                         78
     31.- Manisa Milletvekili Erkan Akçay",Kadri Yıldırım’ın 387 sıra sayılı Kanun Tasarısı’nın 9’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 78 31.- Manisa Milletvekili Erkan Akçay,apostrophe_removal,,[],,[]
"Şenal Sarıhan’ın
278 sıra sayılı Kanun Tasarısı’nın 22’nci maddesiyle ilgili önerge üzerinde
yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                                1018
     26.- Adalet Bakanı Bekir Bozdağ",Şenal Sarıhan’ın 278 sıra sayılı Kanun Tasarısı’nın 22’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 1018 26.- Adalet Bakanı Bekir Bozdağ,apostrophe_removal,,[],,[]
"Erkan Akçay, Ankara Milletvekili Levent Gök ile Diyarbakır
Milletvekili Çağlar Demirel’in yaptıkları açıklamalarındaki bazı ifadelerine
ilişkin açıklaması                                                                  312:314
     47.- Manisa Milletvekili Erkan Akçay","Erkan Akçay, Ankara Milletvekili Levent Gök ile Diyarbakır Milletvekili Çağlar Demirel’in yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 312:314 47.- Manisa Milletvekili Erkan Akçay",apostrophe_removal,,[],,[]
"Haluk Pekşen’in 97 sıra sayılı Kanun Tasarısı’nın 17’nci maddesiyle ilgili
önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                638
      30.- Bilim, Sanayi ve Teknoloji Bakanı Fikri Işık","Haluk Pekşen’in 97 sıra sayılı Kanun Tasarısı’nın 17’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 638 30.- Bilim, Sanayi ve Teknoloji Bakanı Fikri Işık",apostrophe_removal,,[],,[]
Hüseyin    Çamak,Hüseyin Çamak,apostrophe_removal,Cumhuriyet Halk Partisi,[26],Cumhuriyet Halk Partisi,[26]
"İdris Baluken’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                        317
      31.- İstanbul Milletvekili Engin Altay",İdris Baluken’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 317 31.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
"Haydar
Akar’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                                    99:101
     3.- Çanakkale Milletvekili Bülent Turan",Haydar Akar’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 99:101 3.- Çanakkale Milletvekili Bülent Turan,apostrophe_removal,,[],,[]
"Erkan
Akçay",Erkan Akçay,apostrophe_removal,Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]",Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]"
"Erkan
Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                         182:184
     10.- Muş Milletvekili Ahmet Yıldırım",Erkan Akçay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 182:184 10.- Muş Milletvekili Ahmet Yıldırım,apostrophe_removal,,[],,[]
"Behçet Yıldırım’ın 117 sıra sayılı Kanun Tasarısı’nın 22’nci maddesiyle ilgili
önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                  431:433

      19.- Adıyaman Milletvekili Behçet Yıldırım",Behçet Yıldırım’ın 117 sıra sayılı Kanun Tasarısı’nın 22’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 431:433 19.- Adıyaman Milletvekili Behçet Yıldırım,apostrophe_removal,,[],,[]
"Oktay Vural’ın
yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                                    999:1000
      24.- Sağlık Bakanı Mehmet Müezzinoğlu’n",Oktay Vural’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 999:1000 24.- Sağlık Bakanı Mehmet Müezzinoğlu’n,apostrophe_removal,,[],,[]
"Öztürk
Yılmaz ile İstanbul Milletvekili Mehmet Bekaroğlu’nun sataşma nedeniyle
yaptıkları konuşmalarındaki bazı ifadelerine ilişkin açıklaması                      786:787
     10.- Diyarbakır Milletvekili İdris Baluken",Öztürk Yılmaz ile İstanbul Milletvekili Mehmet Bekaroğlu’nun sataşma nedeniyle yaptıkları konuşmalarındaki bazı ifadelerine ilişkin açıklaması 786:787 10.- Diyarbakır Milletvekili İdris Baluken,apostrophe_removal,,[],,[]
"Özgür
Özel ile İzmir Milletvekili Oktay Vural’ın yaptıkları açıklamalarındaki bazı
ifadelerine ilişkin açıklaması                                                       790:792
     14.- Manisa Milletvekili Özgür Özel",Özgür Özel ile İzmir Milletvekili Oktay Vural’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 790:792 14.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
"Bihlun
Tamaylıgil’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                   837:838
    18.- Diyarbakır Milletvekili İdris Baluken",Bihlun Tamaylıgil’in sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 837:838 18.- Diyarbakır Milletvekili İdris Baluken,apostrophe_removal,,[],,[]
"Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması            854:855
     21.- Maliye Bakanı Naci Ağbal",Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 854:855 21.- Maliye Bakanı Naci Ağbal,apostrophe_removal,,[],,[]
"Aytuğ Atıcı
ile İstanbul Milletvekili Mahmut Tanal’ın yaptıkları açıklamalarındaki bazı
ifadelerine ilişkin açıklaması                                                           418
      15.- İzmir Milletvekili Oktay Vural",Aytuğ Atıcı ile İstanbul Milletvekili Mahmut Tanal’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 418 15.- İzmir Milletvekili Oktay Vural,apostrophe_removal,,[],,[]
"Engin Altay’ın
238 sıra sayılı Kanun Tasarısı’nın 2’nci maddesi üzerinde CHP Grubu adına
yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                           110:111

6
TBMM                                            B: 99                            8 . 6 . 2016
                                                                                     Sayfa
    28.- Manisa Milletvekili Erkan Akçay",Engin Altay’ın 238 sıra sayılı Kanun Tasarısı’nın 2’nci maddesi üzerinde CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 110:111 6 TBMM B: 99 8 . 6 . 2016 Sayfa 28.- Manisa Milletvekili Erkan Akçay,apostrophe_removal,,[],,[]
"Engin Altay ile Manisa Milletvekili Erkan Akçay’ın
yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması                      532:533
     7.- Manisa Milletvekili Erkan Akçay",Engin Altay ile Manisa Milletvekili Erkan Akçay’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 532:533 7.- Manisa Milletvekili Erkan Akçay,apostrophe_removal,,[],,[]
İdris   Baluken,İdris Baluken,apostrophe_removal,Halkların Demokratik Partisi(2014-günümüz)Barış ve Demokrasi Partisi(2011-2014),"[24, 25, 26]",Halkların Demokratik Partisi(2014-günümüz)Barış ve Demokrasi Partisi(2011-2014),"[24, 25, 26]"
"Erhan Usta’nın
sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması            105:106
      30.- Manisa Milletvekili Özgür Özel",Erhan Usta’nın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 105:106 30.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
"Atila Sertel ile Niğde Milletvekili Ömer Fetih Gürer’in yaptıkları
açıklamalarındaki bazı ifadelerine ilişkin açıklaması                                  605:606
   21.- Manisa Milletvekili Erkan Akçay",Atila Sertel ile Niğde Milletvekili Ömer Fetih Gürer’in yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 605:606 21.- Manisa Milletvekili Erkan Akçay,apostrophe_removal,,[],,[]
"Türabi
Kayan’ın yaptığı gündem dışı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                                367
     16.- Manisa Milletvekili Özgür Özel",Türabi Kayan’ın yaptığı gündem dışı konuşmasındaki bazı ifadelerine ilişkin açıklaması 367 16.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
"Aykut
Erdoğdu’nun sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                      492:493
      41.- Kalkınma Bakanı Cevdet Yılmaz",Aykut Erdoğdu’nun sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 492:493 41.- Kalkınma Bakanı Cevdet Yılmaz,apostrophe_removal,,[],,[]
